number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,isParent
INC0012700,Resolved,True,1,0,4,True,Caller 4647,Opened by  460,2016-03-29 16:48:00,Created by 199,2016-03-29 16:49:00,Updated by 833,2016-03-30 08:21:00,Phone,Location 93,Category 53,Subcategory 13,Symptom 50,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,True,Do Not Notify,code 6,Resolved by 196,2016-03-30 08:21:00,2016-04-04 08:59:00,No
INC0012816,Closed,False,0,0,1,True,Caller 4326,Opened by  24,2016-03-30 08:22:00,,,Updated by 908,2016-04-04 08:59:00,Phone,Location 59,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,code 7,Resolved by 15,,2016-04-04 08:59:00,No
INC0012802,Closed,False,0,0,1,True,Caller 4473,Opened by  17,2016-03-30 08:03:00,,,Updated by 908,2016-04-04 08:59:00,Phone,Location 108,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 7,Resolved by 11,,2016-04-04 08:59:00,No
INC0008538,Resolved,True,1,0,9,True,Caller 2073,Opened by  131,2016-03-18 07:39:00,Created by 62,2016-03-18 08:23:00,Updated by 60,2016-03-30 09:54:00,Phone,Location 135,Category 13,Subcategory 302,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 09:54:00,2016-04-04 09:59:00,No
INC0011858,Resolved,True,5,0,9,True,Caller 998,Opened by  402,2016-03-28 10:52:00,Created by 172,2016-03-28 11:14:00,Updated by 44,2016-03-30 09:24:00,Phone,Location 204,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-03-30 09:24:00,2016-04-04 09:59:00,No
INC0011855,Resolved,True,1,0,4,True,Caller 3858,Opened by  8,2016-03-28 10:50:00,Created by 6,2016-03-28 11:16:00,Updated by 44,2016-03-30 09:42:00,Phone,Location 161,Category 26,Subcategory 175,Symptom 120,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-03-30 09:42:00,2016-04-04 09:59:00,No
INC0012910,Resolved,True,0,0,1,True,Caller 3523,Opened by  8,2016-03-30 09:48:00,,,Updated by 21,2016-03-30 09:54:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,True,Do Not Notify,code 6,Resolved by 5,2016-03-30 09:54:00,2016-04-04 09:59:00,No
INC0009633,Resolved,True,4,0,15,True,Caller 944,Opened by  390,2016-03-21 16:11:00,Created by 169,2016-03-21 16:18:00,Updated by 60,2016-03-30 09:47:00,Phone,Location 204,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 09:47:00,2016-04-04 09:59:00,No
INC0011781,Closed,False,1,0,6,True,Caller 4413,Opened by  24,2016-03-28 10:02:00,Created by 13,2016-03-28 10:08:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 128,Category 26,Subcategory 175,Symptom 120,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-03-30 09:48:00,2016-04-04 09:59:00,No
INC0009626,Resolved,True,1,0,8,True,Caller 2342,Opened by  390,2016-03-21 16:05:00,Created by 169,2016-03-21 16:10:00,Updated by 60,2016-03-30 09:14:00,Phone,Location 93,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-03-30 09:14:00,2016-04-04 09:59:00,No
INC0009614,Resolved,True,1,0,7,True,Caller 941,Opened by  17,2016-03-21 15:53:00,Created by 10,2016-03-21 15:59:00,Updated by 60,2016-03-30 09:39:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-03-30 09:39:00,2016-04-04 09:59:00,No
INC0011654,Closed,False,1,0,6,True,Caller 3751,Opened by  8,2016-03-28 08:17:00,Created by 6,2016-03-28 08:20:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 120,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-03-30 09:50:00,2016-04-04 09:59:00,No
INC0009613,Resolved,True,1,0,4,True,Caller 709,Opened by  386,2016-03-21 15:52:00,,,Updated by 360,2016-03-30 09:56:00,Phone,Location 179,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 68,Resolver 97,False,True,Do Not Notify,code 6,Resolved by 87,2016-03-30 09:56:00,2016-04-04 09:59:00,No
INC0012133,Closed,False,0,0,5,True,Caller 4683,Opened by  24,2016-03-28 15:56:00,Created by 13,2016-03-28 15:58:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 44,False,True,Do Not Notify,code 6,Resolved by 41,2016-03-30 09:48:00,2016-04-04 09:59:00,No
INC0008183,Closed,False,1,0,18,False,Caller 3778,Opened by  397,2016-03-17 09:58:00,Created by 171,2016-03-17 10:05:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 24,Subcategory 228,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 6,Resolved by 227,2016-03-30 09:11:00,2016-04-04 09:59:00,No
INC0010072,Closed,False,0,0,5,False,Caller 3215,Opened by  247,2016-03-22 14:33:00,Created by 120,2016-03-22 14:34:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 229,Category 7,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,False,True,Do Not Notify,code 6,Resolved by 118,2016-03-30 09:14:00,2016-04-04 09:59:00,No
INC0011658,Closed,False,1,0,6,True,Caller 62,Opened by  8,2016-03-28 08:22:00,Created by 6,2016-03-28 08:26:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 9,Subcategory 110,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 5,Resolved by 227,2016-03-30 09:33:00,2016-04-04 09:59:00,No
INC0012852,Resolved,True,1,0,2,True,Caller 1802,Opened by  24,2016-03-30 08:55:00,,,Updated by 335,2016-03-30 09:07:00,Phone,Location 143,Category 20,Subcategory 125,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 69,Resolver 92,False,True,Do Not Notify,code 6,Resolved by 83,2016-03-30 09:07:00,2016-04-04 09:59:00,No
INC0012821,Resolved,True,0,0,2,True,Caller 4675,Opened by  131,2016-03-30 08:25:00,,,Updated by 265,2016-03-30 09:45:00,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-03-30 09:45:00,2016-04-04 09:59:00,No
INC0012889,Resolved,True,0,0,2,True,Caller 4353,Opened by  131,2016-03-30 09:31:00,,,Updated by 265,2016-03-30 09:40:00,Phone,Location 38,Category 42,Subcategory 223,Symptom 534,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-03-30 09:40:00,2016-04-04 09:59:00,No
INC0012868,Resolved,True,0,0,2,True,Caller 1904,Opened by  180,2016-03-30 09:11:00,Created by 81,2016-03-30 09:11:00,Updated by 340,2016-03-30 09:13:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-03-30 09:13:00,2016-04-04 09:59:00,No
INC0008309,Closed,False,4,0,9,False,Caller 999,Opened by  108,2016-03-17 12:33:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,code 6,Resolved by 180,2016-03-30 09:57:00,2016-04-04 09:59:00,No
INC0012853,Resolved,True,0,0,0,True,Caller 5256,Opened by  17,2016-03-30 08:55:00,,,Updated by 908,2016-03-30 08:55:00,Phone,Location 93,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 7,Resolved by 11,,2016-04-04 09:59:00,No
INC0012864,Resolved,True,0,0,2,True,Caller 1904,Opened by  180,2016-03-30 09:08:00,Created by 81,2016-03-30 09:08:00,Updated by 340,2016-03-30 09:09:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-03-30 09:09:00,2016-04-04 09:59:00,No
INC0011895,Closed,False,1,0,2,True,Caller 5093,Opened by  8,2016-03-28 11:24:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 93,Category 23,Subcategory 3,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 09:38:00,2016-04-04 09:59:00,No
INC0009702,Closed,False,1,0,7,False,Caller 723,Opened by  386,2016-03-21 17:55:00,Created by 167,2016-03-21 17:57:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 93,Category 20,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 09:52:00,2016-04-04 09:59:00,No
INC0012856,Closed,False,0,0,2,True,Caller 5614,Opened by  8,2016-03-30 08:57:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,True,Do Not Notify,code 6,Resolved by 5,2016-03-30 09:06:00,2016-04-04 09:59:00,No
INC0009776,Resolved,True,2,0,9,True,Caller 3942,Opened by  390,2016-03-22 08:14:00,Created by 169,2016-03-22 08:26:00,Updated by 928,2016-03-30 09:08:00,Phone,Location 143,Category 26,Subcategory 164,Symptom 420,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,code 8,Resolved by 215,2016-03-30 09:08:00,2016-04-04 09:59:00,No
INC0002057,Resolved,True,5,0,15,True,Caller 3825,Opened by  390,2016-03-03 15:45:00,Created by 169,2016-03-03 15:48:00,Updated by 777,2016-03-30 09:25:00,Phone,Location 161,Category 46,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,code 6,Resolved by 182,2016-03-30 09:25:00,2016-04-04 09:59:00,No
INC0012882,Closed,False,0,0,1,True,Caller 1159,Opened by  62,2016-03-30 09:20:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 42,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,code 6,Resolved by 32,,2016-04-04 09:59:00,No
INC0012102,Closed,False,0,0,6,True,Caller 3160,Opened by  17,2016-03-28 15:11:00,Created by 10,2016-03-28 15:51:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-03-30 09:14:00,2016-04-04 09:59:00,No
INC0012904,Resolved,True,0,0,2,True,Caller 71,Opened by  17,2016-03-30 09:44:00,,,Updated by 44,2016-03-30 09:56:00,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-03-30 09:56:00,2016-04-04 09:59:00,No
INC0012886,Closed,False,0,0,1,True,Caller 456,Opened by  17,2016-03-30 09:26:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 204,Category 26,Subcategory 175,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 9,Resolved by 11,,2016-04-04 09:59:00,No
INC0003295,Resolved,True,0,0,3,True,Caller 4962,Opened by  468,2016-03-07 11:00:00,Created by 188,2016-03-07 11:02:00,Updated by 777,2016-03-30 09:29:00,Phone,Location 204,Category 45,Subcategory 150,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,code 6,Resolved by 182,2016-03-30 09:29:00,2016-04-04 09:59:00,No
INC0011925,Closed,False,1,0,8,True,Caller 2091,Opened by  8,2016-03-28 12:00:00,Created by 6,2016-03-28 12:08:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 26,Subcategory 175,Symptom 120,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-03-30 09:39:00,2016-04-04 09:59:00,No
INC0012887,Closed,False,0,0,4,True,Caller 1058,Opened by  40,2016-03-30 09:27:00,Created by 20,2016-03-30 09:35:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 108,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 44,False,True,Do Not Notify,code 6,Resolved by 41,2016-03-30 09:47:00,2016-04-04 09:59:00,No
INC0009699,Closed,False,1,0,8,False,Caller 723,Opened by  386,2016-03-21 17:52:00,Created by 167,2016-03-21 17:54:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 93,Category 23,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-03-30 09:58:00,2016-04-04 09:59:00,No
INC0010548,Resolved,True,3,0,12,True,Caller 1683,Opened by  17,2016-03-23 13:31:00,Created by 10,2016-03-23 13:43:00,Updated by 60,2016-03-30 09:07:00,Phone,Location 96,Category 40,Subcategory 44,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 09:07:00,2016-04-04 09:59:00,No
INC0012850,Resolved,True,0,0,2,True,Caller 2217,Opened by  131,2016-03-30 08:53:00,,,Updated by 265,2016-03-30 09:12:00,Phone,Location 161,Category 32,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-03-30 09:12:00,2016-04-04 09:59:00,No
INC0009800,Resolved,True,1,0,8,True,Caller 3634,Opened by  390,2016-03-22 08:50:00,Created by 169,2016-03-22 09:01:00,Updated by 928,2016-03-30 09:03:00,Phone,Location 143,Category 24,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,code 6,Resolved by 215,2016-03-30 09:03:00,2016-04-04 09:59:00,No
INC0001876,Closed,False,3,0,13,False,Caller 5466,Opened by  24,2016-03-03 12:00:00,Created by 13,2016-03-03 12:08:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 204,Category 46,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,code 6,Resolved by 182,2016-03-30 09:22:00,2016-04-04 09:59:00,No
INC0009419,Resolved,True,2,0,11,True,Caller 1170,Opened by  17,2016-03-21 11:37:00,Created by 10,2016-03-21 11:41:00,Updated by 928,2016-03-30 09:37:00,Phone,Location 143,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,code 9,Resolved by 215,2016-03-30 09:37:00,2016-04-04 09:59:00,No
INC0012888,Resolved,True,0,0,0,True,Caller 1393,Opened by  17,2016-03-30 09:28:00,,,Updated by 908,2016-03-30 09:28:00,Phone,Location 15,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 1,Resolved by 11,,2016-04-04 09:59:00,No
INC0012855,Closed,False,0,0,1,True,Caller 44,Opened by  24,2016-03-30 08:57:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,code 6,Resolved by 15,,2016-04-04 09:59:00,No
INC0009172,Closed,False,1,0,10,False,Caller 1106,Opened by  8,2016-03-21 07:19:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 224,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,False,True,Do Not Notify,code 6,Resolved by 158,2016-03-30 09:14:00,2016-04-04 09:59:00,No
INC0011866,Closed,False,1,0,4,True,Caller 2564,Opened by  501,2016-03-28 10:56:00,Created by 216,2016-03-28 10:58:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 26,Subcategory 175,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-03-30 09:40:00,2016-04-04 09:59:00,No
INC0009909,Resolved,True,0,0,3,True,Caller 2963,Opened by  247,2016-03-22 10:38:00,Created by 120,2016-03-22 10:39:00,Updated by 534,2016-03-30 09:17:00,Phone,Location 229,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,False,True,Do Not Notify,code 6,Resolved by 118,2016-03-30 09:17:00,2016-04-04 09:59:00,No
INC0011389,Resolved,True,0,0,4,True,Caller 354,Opened by  17,2016-03-25 12:08:00,Created by 10,2016-03-25 12:18:00,Updated by 307,2016-03-30 09:03:00,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,code 6,Resolved by 71,2016-03-30 09:03:00,2016-04-04 09:59:00,No
INC0012866,Closed,False,0,0,1,True,Caller 1328,Opened by  24,2016-03-30 09:08:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,code 6,Resolved by 15,,2016-04-04 09:59:00,No
INC0012824,Closed,False,0,0,2,True,Caller 5039,Opened by  501,2016-03-30 08:28:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 165,Category 35,Subcategory 28,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-03-30 09:19:00,2016-04-04 09:59:00,No
INC0012859,Closed,False,0,0,1,True,Caller 4812,Opened by  40,2016-03-30 09:01:00,,,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 7,Resolved by 21,,2016-04-04 09:59:00,No
INC0009339,Closed,False,2,0,9,False,Caller 1867,Opened by  501,2016-03-21 10:29:00,Created by 216,2016-03-21 10:35:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 204,Category 26,Subcategory 275,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 09:49:00,2016-04-04 09:59:00,No
INC0012549,Closed,False,0,0,7,True,Caller 4596,Opened by  17,2016-03-29 13:17:00,Created by 10,2016-03-29 13:22:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 161,Category 34,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 5,Resolved by 227,2016-03-30 09:12:00,2016-04-04 09:59:00,No
INC0012832,Resolved,True,1,0,2,True,Caller 2270,Opened by  17,2016-03-30 08:33:00,Created by 10,2016-03-30 08:42:00,Updated by 928,2016-03-30 09:38:00,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,code 1,Resolved by 215,2016-03-30 09:38:00,2016-04-04 09:59:00,No
INC0012862,Closed,False,0,0,3,True,Caller 1904,Opened by  180,2016-03-30 09:03:00,Created by 81,2016-03-30 09:04:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-03-30 09:08:00,2016-04-04 09:59:00,No
INC0012871,Closed,False,0,0,4,True,Caller 1904,Opened by  180,2016-03-30 09:13:00,Created by 81,2016-03-30 09:14:00,Updated by 908,2016-04-04 09:59:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-03-30 09:20:00,2016-04-04 09:59:00,No
INC0014160,Resolved,True,1,0,5,True,Caller 3388,Opened by  321,2016-04-01 14:30:00,Created by 138,2016-04-01 14:31:00,Updated by 612,2016-04-04 10:26:00,Phone,Location 18,Category 46,Subcategory 191,,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 156,False,True,Do Not Notify,code 6,Resolved by 140,2016-04-04 10:26:00,2016-04-04 10:45:00,No
INC0004066,Closed,False,0,0,12,False,Caller 4935,Opened by  24,2016-03-08 09:52:00,,,Updated by 908,2016-04-04 10:59:00,Phone,Location 46,Category 19,Subcategory 289,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 123,True,True,Do Not Notify,code 8,Resolved by 111,2016-03-30 10:37:00,2016-04-04 10:59:00,No
INC0007159,Closed,False,6,0,14,False,Caller 2435,Opened by  131,2016-03-15 10:40:00,Created by 62,2016-03-15 10:57:00,Updated by 908,2016-04-04 10:59:00,Phone,Location 161,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 10:21:00,2016-04-04 10:59:00,No
INC0012911,Resolved,True,0,0,0,True,Caller 2366,,2016-03-30 09:51:00,,,Updated by 908,2016-03-30 09:51:00,Phone,Location 111,Category 26,Subcategory 275,Symptom 474,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 7,,,2016-04-04 10:59:00,No
INC0012941,Resolved,True,0,0,0,True,Caller 983,Opened by  17,2016-03-30 10:15:00,,,Updated by 908,2016-03-30 10:15:00,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 7,Resolved by 11,,2016-04-04 10:59:00,No
INC0006517,Resolved,True,2,0,14,True,Caller 5369,Opened by  17,2016-03-14 10:01:00,Created by 10,2016-03-14 10:04:00,Updated by 957,2016-03-30 10:57:00,Phone,Location 124,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 242,False,True,Do Not Notify,code 6,Resolved by 221,2016-03-30 10:57:00,2016-04-04 10:59:00,No
INC0012948,Closed,False,2,0,4,True,Caller 3990,Opened by  17,2016-03-30 10:25:00,,,Updated by 908,2016-04-04 10:59:00,Phone,Location 51,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-03-30 10:34:00,2016-04-04 10:59:00,No
